,x,y,stations,date,in_people,out_people
0,126.97462133794778,37.565495161092784,['경복궁' '광화문' '서대문' '서울역' '시청' '을지로입구' '종각' '충정로' '회현'],20151224,438780.0,430844.0
1,126.97462133794778,37.565495161092784,['경복궁' '광화문' '서대문' '서울역' '시청' '을지로입구' '종각' '충정로' '회현'],20151225,316037.0,286792.0
2,126.97462133794778,37.565495161092784,['경복궁' '광화문' '서대문' '서울역' '시청' '을지로입구' '종각' '충정로' '회현'],20161224,383389.0,355692.0
3,126.97462133794778,37.565495161092784,['경복궁' '광화문' '서대문' '서울역' '시청' '을지로입구' '종각' '충정로' '회현'],20161225,211338.0,198045.0
4,126.97462133794778,37.565495161092784,['경복궁' '광화문' '서대문' '서울역' '시청' '을지로입구' '종각' '충정로' '회현'],20171224,223703.0,222440.0
5,126.97462133794778,37.565495161092784,['경복궁' '광화문' '서대문' '서울역' '시청' '을지로입구' '종각' '충정로' '회현'],20171225,246036.0,235623.0
6,127.07823436337924,37.54944186305148,['건대입구' '군자' '아차산' '어린이대공원'],20151224,143097.0,150170.0
7,127.07823436337924,37.54944186305148,['건대입구' '군자' '아차산' '어린이대공원'],20151225,105966.0,109636.0
8,127.07823436337924,37.54944186305148,['건대입구' '군자' '아차산' '어린이대공원'],20161224,114741.0,122211.0
9,127.07823436337924,37.54944186305148,['건대입구' '군자' '아차산' '어린이대공원'],20161225,94056.0,95220.0
10,127.07823436337924,37.54944186305148,['건대입구' '군자' '아차산' '어린이대공원'],20171224,89603.0,94861.0
11,127.07823436337924,37.54944186305148,['건대입구' '군자' '아차산' '어린이대공원'],20171225,94901.0,96957.0
12,126.90322208374059,37.52523688438426,['국회의사당' '당산' '문래' '영등포' '영등포구청'],20151224,183236.0,187792.0
13,126.90322208374059,37.52523688438426,['국회의사당' '당산' '문래' '영등포' '영등포구청'],20151225,111952.0,112749.0
14,126.90322208374059,37.52523688438426,['국회의사당' '당산' '문래' '영등포' '영등포구청'],20161224,127312.0,131260.0
15,126.90322208374059,37.52523688438426,['국회의사당' '당산' '문래' '영등포' '영등포구청'],20161225,98362.0,98965.0
16,126.90322208374059,37.52523688438426,['국회의사당' '당산' '문래' '영등포' '영등포구청'],20171224,96789.0,97921.0
17,126.90322208374059,37.52523688438426,['국회의사당' '당산' '문래' '영등포' '영등포구청'],20171225,98948.0,100038.0
18,126.987427170725,37.48385485399599,['내방' '방배' '사당' '이수' '총신대입구'],20151224,175552.0,175006.0
19,126.987427170725,37.48385485399599,['내방' '방배' '사당' '이수' '총신대입구'],20151225,95669.0,96010.0
20,126.987427170725,37.48385485399599,['내방' '방배' '사당' '이수' '총신대입구'],20161224,117303.0,120013.0
21,126.987427170725,37.48385485399599,['내방' '방배' '사당' '이수' '총신대입구'],20161225,85832.0,89475.0
22,126.987427170725,37.48385485399599,['내방' '방배' '사당' '이수' '총신대입구'],20171224,84054.0,85708.0
23,126.987427170725,37.48385485399599,['내방' '방배' '사당' '이수' '총신대입구'],20171225,82424.0,86591.0
24,126.94518241662125,37.54902764931043,['공덕' '마포' '신촌' '이대'],20151224,151225.0,156719.0
25,126.94518241662125,37.54902764931043,['공덕' '마포' '신촌' '이대'],20151225,106199.0,107702.0
26,126.94518241662125,37.54902764931043,['공덕' '마포' '신촌' '이대'],20161224,115876.0,118829.0
27,126.94518241662125,37.54902764931043,['공덕' '마포' '신촌' '이대'],20161225,82962.0,82078.0
28,126.94518241662125,37.54902764931043,['공덕' '마포' '신촌' '이대'],20171224,84511.0,85806.0
29,126.94518241662125,37.54902764931043,['공덕' '마포' '신촌' '이대'],20171225,90443.0,90156.0
30,127.02873665055782,37.517140859188196,['강남구청' '논현' '신사' '압구정' '학동'],20151224,154062.0,170108.0
31,127.02873665055782,37.517140859188196,['강남구청' '논현' '신사' '압구정' '학동'],20151225,66700.0,73018.0
32,127.02873665055782,37.517140859188196,['강남구청' '논현' '신사' '압구정' '학동'],20161224,98958.0,107600.0
33,127.02873665055782,37.517140859188196,['강남구청' '논현' '신사' '압구정' '학동'],20161225,57381.0,59602.0
34,127.02873665055782,37.517140859188196,['강남구청' '논현' '신사' '압구정' '학동'],20171224,57017.0,62552.0
35,127.02873665055782,37.517140859188196,['강남구청' '논현' '신사' '압구정' '학동'],20171225,56545.0,59833.0
36,126.93676729063934,37.59988319996733,['녹번' '불광' '홍제'],20151224,71490.0,69343.0
37,126.93676729063934,37.59988319996733,['녹번' '불광' '홍제'],20151225,43375.0,42385.0
38,126.93676729063934,37.59988319996733,['녹번' '불광' '홍제'],20161224,55586.0,55873.0
39,126.93676729063934,37.59988319996733,['녹번' '불광' '홍제'],20161225,38603.0,38223.0
40,126.93676729063934,37.59988319996733,['녹번' '불광' '홍제'],20171224,36391.0,35208.0
41,126.93676729063934,37.59988319996733,['녹번' '불광' '홍제'],20171225,37769.0,37524.0
42,127.03216910292066,37.5718245436381,['신설동' '왕십리' '제기동'],20151224,76864.0,74810.0
43,127.03216910292066,37.5718245436381,['신설동' '왕십리' '제기동'],20151225,47777.0,47677.0
44,127.03216910292066,37.5718245436381,['신설동' '왕십리' '제기동'],20161224,59623.0,58212.0
45,127.03216910292066,37.5718245436381,['신설동' '왕십리' '제기동'],20161225,42368.0,41805.0
46,127.03216910292066,37.5718245436381,['신설동' '왕십리' '제기동'],20171224,40192.0,38524.0
47,127.03216910292066,37.5718245436381,['신설동' '왕십리' '제기동'],20171225,46035.0,45760.0
48,126.93155322307867,37.488810577219134,['봉천' '신대방삼거리' '신림'],20151224,135328.0,130800.0
49,126.93155322307867,37.488810577219134,['봉천' '신대방삼거리' '신림'],20151225,85719.0,81779.0
50,126.93155322307867,37.488810577219134,['봉천' '신대방삼거리' '신림'],20161224,100405.0,96757.0
51,126.93155322307867,37.488810577219134,['봉천' '신대방삼거리' '신림'],20161225,76235.0,74462.0
52,126.93155322307867,37.488810577219134,['봉천' '신대방삼거리' '신림'],20171224,75172.0,72625.0
53,126.93155322307867,37.488810577219134,['봉천' '신대방삼거리' '신림'],20171225,74609.0,72735.0
54,127.13002029489449,37.538052043255824,['강동' '둔촌동' '암사' '천호'],20151224,111639.0,110010.0
55,127.13002029489449,37.538052043255824,['강동' '둔촌동' '암사' '천호'],20151225,71358.0,70755.0
56,127.13002029489449,37.538052043255824,['강동' '둔촌동' '암사' '천호'],20161224,80524.0,80201.0
57,127.13002029489449,37.538052043255824,['강동' '둔촌동' '암사' '천호'],20161225,59785.0,59847.0
58,127.13002029489449,37.538052043255824,['강동' '둔촌동' '암사' '천호'],20171224,59875.0,59388.0
59,127.13002029489449,37.538052043255824,['강동' '둔촌동' '암사' '천호'],20171225,61601.0,61669.0
60,126.903302792713,37.4887412191134,['구로디지털단지' '대림' '신대방'],20151224,157925.0,156000.0
61,126.903302792713,37.4887412191134,['구로디지털단지' '대림' '신대방'],20151225,89117.0,88736.0
62,126.903302792713,37.4887412191134,['구로디지털단지' '대림' '신대방'],20161224,105278.0,107512.0
63,126.903302792713,37.4887412191134,['구로디지털단지' '대림' '신대방'],20161225,91610.0,89608.0
64,126.903302792713,37.4887412191134,['구로디지털단지' '대림' '신대방'],20171224,88719.0,86852.0
65,126.903302792713,37.4887412191134,['구로디지털단지' '대림' '신대방'],20171225,82362.0,80907.0
66,127.02577566573399,37.63226949108345,['미아' '수유'],20151224,76981.0,73901.0
67,127.02577566573399,37.63226949108345,['미아' '수유'],20151225,49795.0,46007.0
68,127.02577566573399,37.63226949108345,['미아' '수유'],20161224,57546.0,55028.0
69,127.02577566573399,37.63226949108345,['미아' '수유'],20161225,44529.0,41396.0
70,127.02577566573399,37.63226949108345,['미아' '수유'],20171224,38532.0,36646.0
71,127.02577566573399,37.63226949108345,['미아' '수유'],20171225,44297.0,41594.0
72,126.96974029776575,37.534884509817324,['삼각지' '숙대입구' '신용산' '용산'],20151224,102744.0,101904.0
73,126.96974029776575,37.534884509817324,['삼각지' '숙대입구' '신용산' '용산'],20151225,73699.0,76026.0
